Product_Row_ID,Category_Row_ID,Location_Row_ID,Customer_Row_ID,Calender_Row_ID,Shipping_Row_ID,Date,Country,Segment,Sales,Category
2130,2130,2130,2130,2130,2130,20-05-2015,United States,Corporate,33.28,Office Supplies
2133,2133,2133,2133,2133,2133,20-11-2016,United States,Consumer,19.65,Office Supplies
2134,2134,2134,2134,2134,2134,30-11-2016,United States,Consumer,152.991,Office Supplies
2137,2137,2137,2137,2137,2137,31-12-2016,United States,Consumer,14.76,Furniture
2139,2139,2139,2139,2139,2139,16-11-2018,United States,Consumer,146.82,Office Supplies
2140,2140,2140,2140,2140,2140,06-06-2015,United States,Corporate,149.544,Office Supplies
2143,2143,2143,2143,2143,2143,01-09-2017,United States,Corporate,30.48,Office Supplies
2146,2146,2146,2146,2146,2146,25-06-2017,United States,Corporate,422.058,Furniture
2149,2149,2149,2149,2149,2149,12-12-2015,United States,Consumer,43.31,Furniture
2150,2150,2150,2150,2150,2150,31-03-2018,United States,Consumer,84.95,Technology
2151,2151,2151,2151,2151,2151,19-11-2018,United States,Consumer,233.058,Furniture
2152,2152,2152,2152,2152,2152,24-11-2015,United States,Consumer,111.79,Technology
2153,2153,2153,2153,2153,2153,22-11-2016,United States,Consumer,14.94,Office Supplies
2154,2154,2154,2154,2154,2154,14-07-2017,United States,Corporate,14.16,Office Supplies
2155,2155,2155,2155,2155,2155,30-04-2017,United States,Home Office,22.608,Furniture
2156,2156,2156,2156,2156,2156,25-07-2017,United States,Consumer,21.48,Office Supplies
2157,2157,2157,2157,2157,2157,22-06-2015,United States,Consumer,501.81,Office Supplies
2159,2159,2159,2159,2159,2159,21-10-2018,United States,Home Office,17.856,Office Supplies
2160,2160,2160,2160,2160,2160,03-09-2017,United States,Consumer,8.808,Office Supplies
2161,2161,2161,2161,2161,2161,14-05-2017,United States,Consumer,79.384,Furniture
2162,2162,2162,2162,2162,2162,07-01-2017,United States,Home Office,34.58,Office Supplies
2163,2163,2163,2163,2163,2163,13-03-2018,United States,Home Office,314.55,Office Supplies
2164,2164,2164,2164,2164,2164,13-10-2017,United States,Consumer,191.976,Technology
2169,2169,2169,2169,2169,2169,27-01-2018,United States,Consumer,14.016,Office Supplies
2172,2172,2172,2172,2172,2172,19-11-2018,United States,Corporate,305.312,Furniture
2173,2173,2173,2173,2173,2173,01-08-2015,United States,Consumer,19.752,Office Supplies
2174,2174,2174,2174,2174,2174,30-07-2017,United States,Home Office,9.264,Office Supplies
2175,2175,2175,2175,2175,2175,30-07-2016,United States,Corporate,61.792,Office Supplies
2176,2176,2176,2176,2176,2176,15-10-2017,United States,Home Office,45.68,Office Supplies
2180,2180,2180,2180,2180,2180,07-05-2017,United States,Consumer,85.232,Office Supplies
2186,2186,2186,2186,2186,2186,01-08-2018,United States,Corporate,54.896,Office Supplies
2187,2187,2187,2187,2187,2187,14-07-2017,United States,Consumer,29,Technology
2188,2188,2188,2188,2188,2188,10-08-2018,United States,Consumer,70.08,Office Supplies
2191,2191,2191,2191,2191,2191,25-06-2017,United States,Consumer,60.81,Office Supplies
2192,2192,2192,2192,2192,2192,10-12-2017,United States,Consumer,153.552,Office Supplies
2197,2197,2197,2197,2197,2197,01-12-2017,United States,Consumer,4.704,Office Supplies
2198,2198,2198,2198,2198,2198,28-11-2015,United States,Consumer,14.67,Office Supplies
2199,2199,2199,2199,2199,2199,28-03-2016,United States,Consumer,15.552,Office Supplies
2201,2201,2201,2201,2201,2201,01-06-2015,United States,Consumer,22.2,Furniture
2203,2203,2203,2203,2203,2203,06-09-2016,United States,Home Office,6.096,Office Supplies
2205,2205,2205,2205,2205,2205,29-06-2016,United States,Consumer,20.104,Furniture
2206,2206,2206,2206,2206,2206,10-09-2017,United States,Home Office,67.56,Office Supplies
2207,2207,2207,2207,2207,2207,14-07-2015,United States,Home Office,29.932,Office Supplies
2209,2209,2209,2209,2209,2209,22-08-2016,United States,Home Office,16.52,Office Supplies
2210,2210,2210,2210,2210,2210,14-11-2015,United States,Consumer,832.93,Technology
2212,2212,2212,2212,2212,2212,27-11-2017,United States,Corporate,167.292,Office Supplies
2213,2213,2213,2213,2213,2213,21-11-2018,United States,Consumer,27.42,Furniture
2214,2214,2214,2214,2214,2214,01-10-2018,United States,Consumer,1.44,Office Supplies
2218,2218,2218,2218,2218,2218,20-09-2015,United States,Corporate,2.816,Office Supplies
2219,2219,2219,2219,2219,2219,28-07-2018,United States,Corporate,9.984,Office Supplies
2222,2222,2222,2222,2222,2222,06-12-2016,United States,Consumer,485.94,Technology
2225,2225,2225,2225,2225,2225,31-07-2018,United States,Corporate,54.816,Office Supplies
2226,2226,2226,2226,2226,2226,19-03-2017,United States,Consumer,72.294,Furniture
2227,2227,2227,2227,2227,2227,29-07-2018,United States,Corporate,2.896,Office Supplies
2229,2229,2229,2229,2229,2229,01-10-2017,United States,Consumer,330.588,Furniture
2230,2230,2230,2230,2230,2230,31-03-2015,United States,Consumer,673.568,Office Supplies
2232,2232,2232,2232,2232,2232,26-06-2018,United States,Consumer,526.45,Furniture
2233,2233,2233,2233,2233,2233,09-07-2018,United States,Consumer,228.92,Office Supplies
2234,2234,2234,2234,2234,2234,14-12-2016,United States,Consumer,319.968,Technology
2235,2235,2235,2235,2235,2235,05-12-2018,United States,Corporate,205.03,Technology
2236,2236,2236,2236,2236,2236,15-09-2016,United States,Consumer,190.86,Office Supplies
2238,2238,2238,2238,2238,2238,15-07-2017,United States,Home Office,44.4,Office Supplies
2239,2239,2239,2239,2239,2239,20-04-2018,United States,Home Office,44.4,Furniture
2240,2240,2240,2240,2240,2240,15-11-2017,United States,Consumer,1016.792,Office Supplies
2242,2242,2242,2242,2242,2242,26-11-2017,United States,Consumer,494.982,Technology
2243,2243,2243,2243,2243,2243,21-11-2018,United States,Home Office,56.56,Office Supplies
2248,2248,2248,2248,2248,2248,15-02-2016,United States,Consumer,13.36,Office Supplies
2253,2253,2253,2253,2253,2253,15-04-2017,United States,Home Office,143.7,Office Supplies
2254,2254,2254,2254,2254,2254,28-09-2016,United States,Corporate,43.26,Office Supplies
2256,2256,2256,2256,2256,2256,17-09-2017,United States,Corporate,437.85,Technology
2258,2258,2258,2258,2258,2258,16-06-2018,United States,Consumer,1212.96,Furniture
2260,2260,2260,2260,2260,2260,08-11-2016,United States,Home Office,5,Office Supplies
2262,2262,2262,2262,2262,2262,18-12-2016,United States,Consumer,166.24,Technology
2263,2263,2263,2263,2263,2263,06-02-2018,United States,Consumer,359.97,Furniture
2264,2264,2264,2264,2264,2264,14-11-2017,United States,Consumer,499.98,Technology
2267,2267,2267,2267,2267,2267,12-10-2018,United States,Home Office,7.968,Office Supplies
2268,2268,2268,2268,2268,2268,17-09-2018,United States,Consumer,12.96,Office Supplies
2269,2269,2269,2269,2269,2269,20-12-2018,United States,Corporate,6.48,Office Supplies
2271,2271,2271,2271,2271,2271,02-12-2018,United States,Corporate,47.96,Office Supplies
2272,2272,2272,2272,2272,2272,21-09-2016,United States,Consumer,199.74,Office Supplies
2273,2273,2273,2273,2273,2273,06-03-2016,United States,Consumer,435.26,Furniture
2275,2275,2275,2275,2275,2275,03-10-2015,United States,Corporate,143.432,Furniture
2277,2277,2277,2277,2277,2277,27-06-2015,United States,Consumer,306.2,Office Supplies
2280,2280,2280,2280,2280,2280,30-10-2018,United States,Consumer,97.568,Furniture
2283,2283,2283,2283,2283,2283,03-09-2017,United States,Corporate,48.16,Office Supplies
2284,2284,2284,2284,2284,2284,05-03-2016,United States,Consumer,23.92,Technology
2286,2286,2286,2286,2286,2286,05-05-2017,United States,Corporate,14.352,Office Supplies
2287,2287,2287,2287,2287,2287,17-11-2018,United States,Consumer,35.04,Office Supplies
2288,2288,2288,2288,2288,2288,01-06-2018,United States,Corporate,17.48,Office Supplies
2289,2289,2289,2289,2289,2289,10-06-2018,United States,Consumer,16.4,Office Supplies
2290,2290,2290,2290,2290,2290,08-01-2018,United States,Corporate,892.98,Furniture
2291,2291,2291,2291,2291,2291,20-04-2016,United States,Corporate,287.97,Technology
2294,2294,2294,2294,2294,2294,01-11-2016,United States,Corporate,4.95,Technology
2295,2295,2295,2295,2295,2295,23-12-2018,United States,Corporate,181.95,Furniture
2296,2296,2296,2296,2296,2296,01-11-2016,United States,Consumer,13.52,Office Supplies
2301,2301,2301,2301,2301,2301,14-11-2015,United States,Consumer,12.72,Office Supplies
2303,2303,2303,2303,2303,2303,17-01-2017,United States,Corporate,316,Technology
2304,2304,2304,2304,2304,2304,17-09-2018,United States,Home Office,723.92,Furniture
2306,2306,2306,2306,2306,2306,23-12-2017,United States,Corporate,141.372,Furniture
2307,2307,2307,2307,2307,2307,06-08-2016,United States,Corporate,27.216,Office Supplies
2308,2308,2308,2308,2308,2308,05-11-2018,United States,Consumer,390.75,Technology
2309,2309,2309,2309,2309,2309,11-06-2018,United States,Home Office,280.792,Furniture
2314,2314,2314,2314,2314,2314,20-07-2018,United States,Corporate,14.62,Office Supplies
2320,2320,2320,2320,2320,2320,23-12-2016,United States,Consumer,194.32,Office Supplies
2321,2321,2321,2321,2321,2321,20-03-2018,United States,Corporate,265.93,Technology
2322,2322,2322,2322,2322,2322,31-12-2016,United States,Corporate,94.74,Office Supplies
2326,2326,2326,2326,2326,2326,15-09-2016,United States,Corporate,79.872,Office Supplies
2329,2329,2329,2329,2329,2329,23-09-2018,United States,Home Office,14.352,Office Supplies
2330,2330,2330,2330,2330,2330,25-12-2016,United States,Corporate,547.136,Furniture
2331,2331,2331,2331,2331,2331,24-09-2017,United States,Corporate,41.96,Office Supplies
2333,2333,2333,2333,2333,2333,21-03-2018,United States,Consumer,277.4,Office Supplies
2335,2335,2335,2335,2335,2335,30-09-2015,United States,Consumer,69.216,Office Supplies
2336,2336,2336,2336,2336,2336,10-12-2018,United States,Consumer,10.86,Office Supplies
2338,2338,2338,2338,2338,2338,23-08-2015,United States,Consumer,25.92,Office Supplies
2340,2340,2340,2340,2340,2340,19-08-2015,United States,Consumer,10.72,Office Supplies
2341,2341,2341,2341,2341,2341,10-11-2017,United States,Consumer,41.86,Office Supplies
2342,2342,2342,2342,2342,2342,31-12-2015,United States,Home Office,63.2,Furniture
2344,2344,2344,2344,2344,2344,26-07-2015,United States,Consumer,123.552,Office Supplies
2345,2345,2345,2345,2345,2345,22-02-2017,United States,Home Office,490.32,Office Supplies
2346,2346,2346,2346,2346,2346,13-03-2017,United States,Consumer,70.08,Office Supplies
2349,2349,2349,2349,2349,2349,02-12-2018,United States,Corporate,9.024,Office Supplies
2354,2354,2354,2354,2354,2354,31-08-2016,United States,Corporate,1552.831,Furniture
2358,2358,2358,2358,2358,2358,17-03-2015,United States,Corporate,1579.746,Furniture
2363,2363,2363,2363,2363,2363,16-04-2018,United States,Consumer,13.71,Office Supplies
2364,2364,2364,2364,2364,2364,13-03-2017,United States,Home Office,127.88,Furniture
2367,2367,2367,2367,2367,2367,24-11-2015,United States,Consumer,120.712,Furniture
2368,2368,2368,2368,2368,2368,10-02-2018,United States,Consumer,23.12,Office Supplies
2369,2369,2369,2369,2369,2369,23-09-2017,United States,Corporate,532.704,Furniture
2371,2371,2371,2371,2371,2371,07-07-2018,United States,Corporate,252,Technology
2372,2372,2372,2372,2372,2372,07-07-2017,United States,Corporate,60.288,Furniture
2376,2376,2376,2376,2376,2376,24-01-2018,United States,Consumer,5.67,Office Supplies
2377,2377,2377,2377,2377,2377,19-08-2015,United States,Consumer,76.776,Office Supplies
2379,2379,2379,2379,2379,2379,06-12-2016,United States,Home Office,32.75,Office Supplies
2380,2380,2380,2380,2380,2380,06-05-2017,United States,Home Office,7.216,Office Supplies
2383,2383,2383,2383,2383,2383,25-03-2018,United States,Consumer,176.04,Office Supplies
2388,2388,2388,2388,2388,2388,12-12-2016,United States,Consumer,7.86,Office Supplies
2390,2390,2390,2390,2390,2390,06-12-2016,United States,Consumer,6.48,Office Supplies
2394,2394,2394,2394,2394,2394,17-03-2017,United States,Consumer,39.68,Office Supplies
2395,2395,2395,2395,2395,2395,14-11-2016,United States,Corporate,37.6,Technology
2398,2398,2398,2398,2398,2398,14-08-2018,United States,Consumer,5.76,Office Supplies
2400,2400,2400,2400,2400,2400,09-09-2018,United States,Corporate,628.81,Office Supplies
2402,2402,2402,2402,2402,2402,01-04-2018,United States,Consumer,94.2,Office Supplies
2404,2404,2404,2404,2404,2404,27-09-2017,United States,Corporate,956.6648,Furniture
2405,2405,2405,2405,2405,2405,07-10-2018,United States,Consumer,1115.91,Technology
2408,2408,2408,2408,2408,2408,20-01-2018,United States,Consumer,24.2,Office Supplies
2410,2410,2410,2410,2410,2410,23-03-2018,United States,Home Office,211.84,Furniture
2411,2411,2411,2411,2411,2411,01-08-2015,United States,Home Office,5.68,Office Supplies
2412,2412,2412,2412,2412,2412,07-06-2016,United States,Corporate,7.52,Office Supplies
2413,2413,2413,2413,2413,2413,12-11-2015,United States,Consumer,11.96,Office Supplies
2415,2415,2415,2415,2415,2415,29-12-2017,United States,Consumer,754.45,Furniture
2416,2416,2416,2416,2416,2416,06-07-2016,United States,Home Office,301.96,Furniture
2417,2417,2417,2417,2417,2417,12-10-2018,United States,Corporate,595,Technology
2419,2419,2419,2419,2419,2419,21-05-2017,United States,Corporate,2396.4,Technology
2420,2420,2420,2420,2420,2420,09-11-2018,United States,Corporate,63.56,Office Supplies
2422,2422,2422,2422,2422,2422,18-04-2017,United States,Home Office,230.376,Office Supplies
2424,2424,2424,2424,2424,2424,25-12-2018,United States,Consumer,158.928,Technology
2428,2428,2428,2428,2428,2428,11-06-2017,United States,Corporate,1.344,Office Supplies
2431,2431,2431,2431,2431,2431,13-05-2018,United States,Home Office,58.48,Office Supplies
2432,2432,2432,2432,2432,2432,28-12-2018,United States,Corporate,7.4,Furniture
2433,2433,2433,2433,2433,2433,25-03-2015,United States,Consumer,366.786,Furniture
2434,2434,2434,2434,2434,2434,28-05-2018,United States,Consumer,54.368,Technology
2435,2435,2435,2435,2435,2435,14-11-2016,United States,Corporate,33.96,Office Supplies
2437,2437,2437,2437,2437,2437,03-07-2018,United States,Consumer,545.85,Furniture
2438,2438,2438,2438,2438,2438,18-11-2015,United States,Consumer,145.98,Furniture
2440,2440,2440,2440,2440,2440,17-07-2018,United States,Consumer,7.904,Furniture
2441,2441,2441,2441,2441,2441,22-05-2017,United States,Consumer,345,Technology
2447,2447,2447,2447,2447,2447,25-09-2016,United States,Consumer,17.48,Office Supplies
2448,2448,2448,2448,2448,2448,31-10-2017,United States,Consumer,492.835,Furniture
2449,2449,2449,2449,2449,2449,14-09-2016,United States,Consumer,269.49,Office Supplies
2450,2450,2450,2450,2450,2450,05-11-2017,United States,Home Office,29.12,Office Supplies
2451,2451,2451,2451,2451,2451,17-03-2018,United States,Consumer,18.75,Office Supplies
2460,2460,2460,2460,2460,2460,15-08-2018,United States,Consumer,97.84,Office Supplies
2461,2461,2461,2461,2461,2461,11-07-2016,United States,Consumer,29.97,Office Supplies
2463,2463,2463,2463,2463,2463,03-12-2018,United States,Consumer,83.92,Office Supplies
2467,2467,2467,2467,2467,2467,04-05-2018,United States,Consumer,9.11,Office Supplies
2471,2471,2471,2471,2471,2471,22-01-2017,United States,Consumer,14.272,Furniture
2474,2474,2474,2474,2474,2474,03-11-2017,United States,Consumer,217.584,Furniture
2478,2478,2478,2478,2478,2478,04-09-2018,United States,Corporate,1322.352,Furniture
2479,2479,2479,2479,2479,2479,13-09-2015,United States,Consumer,5.46,Office Supplies
2480,2480,2480,2480,2480,2480,19-06-2018,United States,Consumer,11.184,Office Supplies
2482,2482,2482,2482,2482,2482,24-12-2018,United States,Consumer,1003.62,Office Supplies
2483,2483,2483,2483,2483,2483,28-08-2018,United States,Home Office,35.168,Technology
2487,2487,2487,2487,2487,2487,02-01-2016,United States,Corporate,85.52,Office Supplies
2490,2490,2490,2490,2490,2490,09-10-2016,United States,Consumer,631.96,Technology
2492,2492,2492,2492,2492,2492,13-12-2015,United States,Consumer,90.24,Office Supplies
2493,2493,2493,2493,2493,2493,19-11-2015,United States,Consumer,4548.81,Technology
2494,2494,2494,2494,2494,2494,10-09-2017,United States,Consumer,300.93,Furniture
2496,2496,2496,2496,2496,2496,16-06-2015,United States,Consumer,647.84,Furniture
2497,2497,2497,2497,2497,2497,26-09-2016,United States,Home Office,64.17,Office Supplies
2499,2499,2499,2499,2499,2499,19-05-2017,United States,Corporate,9.584,Office Supplies
2500,2500,2500,2500,2500,2500,22-06-2018,United States,Consumer,37.608,Office Supplies
2501,2501,2501,2501,2501,2501,17-06-2018,United States,Corporate,12.224,Office Supplies
2504,2504,2504,2504,2504,2504,14-11-2017,United States,Consumer,7.38,Office Supplies
2505,2505,2505,2505,2505,2505,25-07-2015,United States,Consumer,53.72,Office Supplies
2508,2508,2508,2508,2508,2508,02-07-2016,United States,Consumer,32.784,Office Supplies
2509,2509,2509,2509,2509,2509,02-03-2018,United States,Corporate,196.776,Technology
2511,2511,2511,2511,2511,2511,18-11-2017,United States,Home Office,1117.92,Office Supplies
2512,2512,2512,2512,2512,2512,18-04-2016,United States,Consumer,106.5,Technology
2513,2513,2513,2513,2513,2513,02-12-2018,United States,Home Office,45.66,Office Supplies
2514,2514,2514,2514,2514,2514,11-11-2017,United States,Corporate,95.968,Technology
2516,2516,2516,2516,2516,2516,05-09-2015,United States,Consumer,264.32,Office Supplies
2517,2517,2517,2517,2517,2517,15-11-2015,United States,Consumer,604.656,Office Supplies
2518,2518,2518,2518,2518,2518,02-05-2018,United States,Corporate,129.93,Furniture
2519,2519,2519,2519,2519,2519,15-10-2017,United States,Home Office,20.16,Office Supplies
2525,2525,2525,2525,2525,2525,06-04-2016,United States,Consumer,42.048,Office Supplies
2530,2530,2530,2530,2530,2530,24-10-2015,United States,Home Office,10.368,Office Supplies
2531,2531,2531,2531,2531,2531,17-08-2015,United States,Corporate,114.2,Office Supplies
2535,2535,2535,2535,2535,2535,15-08-2018,United States,Corporate,1801.632,Office Supplies
2536,2536,2536,2536,2536,2536,06-09-2016,United States,Corporate,46.32,Technology
2537,2537,2537,2537,2537,2537,27-01-2016,United States,Consumer,181.986,Furniture
2540,2540,2540,2540,2540,2540,16-07-2016,United States,Corporate,1348.704,Furniture
2542,2542,2542,2542,2542,2542,30-04-2017,United States,Corporate,111.888,Furniture
2543,2543,2543,2543,2543,2543,26-09-2015,United States,Corporate,143.952,Office Supplies
2544,2544,2544,2544,2544,2544,08-09-2017,United States,Home Office,173.94,Furniture
2546,2546,2546,2546,2546,2546,16-04-2018,United States,Consumer,205.92,Office Supplies
2548,2548,2548,2548,2548,2548,16-08-2016,United States,Consumer,2.304,Office Supplies
2552,2552,2552,2552,2552,2552,19-11-2018,United States,Consumer,821.88,Furniture
2554,2554,2554,2554,2554,2554,14-09-2017,United States,Home Office,25.92,Office Supplies
2555,2555,2555,2555,2555,2555,15-08-2017,United States,Consumer,705.544,Technology
2556,2556,2556,2556,2556,2556,26-09-2016,United States,Consumer,50,Technology
2557,2557,2557,2557,2557,2557,08-10-2017,United States,Corporate,51.712,Furniture
2558,2558,2558,2558,2558,2558,24-03-2016,United States,Corporate,6.992,Office Supplies
2559,2559,2559,2559,2559,2559,31-05-2016,United States,Consumer,1406.86,Furniture
2562,2562,2562,2562,2562,2562,25-12-2016,United States,Consumer,9.216,Office Supplies
2564,2564,2564,2564,2564,2564,17-03-2016,United States,Corporate,15.02,Technology
2566,2566,2566,2566,2566,2566,21-12-2018,United States,Consumer,71,Technology
2567,2567,2567,2567,2567,2567,01-11-2018,United States,Consumer,25.12,Office Supplies
2569,2569,2569,2569,2569,2569,07-09-2018,United States,Corporate,478.08,Office Supplies
2570,2570,2570,2570,2570,2570,27-12-2018,United States,Corporate,164.388,Technology
2572,2572,2572,2572,2572,2572,16-07-2018,United States,Home Office,2.912,Office Supplies
2573,2573,2573,2573,2573,2573,12-08-2017,United States,Consumer,1399.944,Technology
2574,2574,2574,2574,2574,2574,09-07-2018,United States,Home Office,526.45,Furniture
2575,2575,2575,2575,2575,2575,22-11-2015,United States,Corporate,16.23,Office Supplies
2579,2579,2579,2579,2579,2579,26-01-2015,United States,Home Office,62.82,Furniture
2586,2586,2586,2586,2586,2586,03-11-2016,United States,Corporate,6.608,Office Supplies
2587,2587,2587,2587,2587,2587,30-06-2018,United States,Consumer,248.57,Office Supplies
2589,2589,2589,2589,2589,2589,05-05-2017,United States,Home Office,5.98,Office Supplies
2591,2591,2591,2591,2591,2591,08-09-2017,United States,Consumer,14.136,Furniture
2593,2593,2593,2593,2593,2593,24-11-2018,United States,Corporate,79.1,Technology
2595,2595,2595,2595,2595,2595,13-05-2018,United States,Corporate,180.96,Office Supplies
2600,2600,2600,2600,2600,2600,23-04-2018,United States,Consumer,121.94,Office Supplies
2602,2602,2602,2602,2602,2602,04-06-2017,United States,Consumer,14.94,Office Supplies
2606,2606,2606,2606,2606,2606,16-12-2015,United States,Corporate,1.167,Office Supplies
2607,2607,2607,2607,2607,2607,04-03-2017,United States,Home Office,16.99,Office Supplies
2608,2608,2608,2608,2608,2608,25-11-2015,United States,Corporate,24.672,Technology
2614,2614,2614,2614,2614,2614,28-04-2017,United States,Corporate,41.568,Furniture
2615,2615,2615,2615,2615,2615,26-04-2015,United States,Corporate,230.28,Furniture
2617,2617,2617,2617,2617,2617,01-04-2018,United States,Consumer,5.78,Office Supplies
2619,2619,2619,2619,2619,2619,22-12-2018,United States,Corporate,4.17,Office Supplies
2623,2623,2623,2623,2623,2623,03-12-2015,United States,Corporate,25.92,Office Supplies
2624,2624,2624,2624,2624,2624,22-10-2018,United States,Home Office,11199.968,Technology
2628,2628,2628,2628,2628,2628,13-11-2018,United States,Corporate,60.864,Technology
2631,2631,2631,2631,2631,2631,10-09-2016,United States,Consumer,14.94,Office Supplies
2632,2632,2632,2632,2632,2632,15-05-2018,United States,Consumer,39.96,Furniture
2635,2635,2635,2635,2635,2635,05-07-2016,United States,Corporate,4.928,Furniture
2637,2637,2637,2637,2637,2637,15-08-2016,United States,Corporate,323.1,Office Supplies
2638,2638,2638,2638,2638,2638,12-06-2018,United States,Consumer,19.04,Office Supplies
2642,2642,2642,2642,2642,2642,20-02-2016,United States,Consumer,29.99,Technology
2643,2643,2643,2643,2643,2643,29-12-2017,United States,Consumer,186.048,Office Supplies
2644,2644,2644,2644,2644,2644,17-04-2017,United States,Home Office,36.792,Technology
2646,2646,2646,2646,2646,2646,07-09-2015,United States,Consumer,57.69,Furniture
2651,2651,2651,2651,2651,2651,26-09-2017,United States,Corporate,424.9575,Furniture
2652,2652,2652,2652,2652,2652,17-09-2018,United States,Corporate,10.776,Office Supplies
2659,2659,2659,2659,2659,2659,16-08-2017,United States,Consumer,10.86,Office Supplies
2660,2660,2660,2660,2660,2660,24-12-2016,United States,Corporate,883.84,Furniture
2661,2661,2661,2661,2661,2661,28-11-2018,United States,Corporate,1979.89,Technology
2663,2663,2663,2663,2663,2663,14-04-2018,United States,Home Office,8.76,Office Supplies
2664,2664,2664,2664,2664,2664,01-05-2017,United States,Consumer,3.984,Office Supplies
2667,2667,2667,2667,2667,2667,01-10-2017,United States,Consumer,79.512,Technology
2669,2669,2669,2669,2669,2669,25-08-2016,United States,Home Office,40.784,Furniture
2671,2671,2671,2671,2671,2671,09-09-2015,United States,Corporate,166.44,Office Supplies
2675,2675,2675,2675,2675,2675,03-12-2018,United States,Consumer,166.44,Office Supplies
2676,2676,2676,2676,2676,2676,27-11-2018,United States,Consumer,8.76,Office Supplies
2678,2678,2678,2678,2678,2678,21-06-2015,United States,Consumer,11.088,Office Supplies
2680,2680,2680,2680,2680,2680,21-01-2018,United States,Home Office,14.4,Office Supplies
2685,2685,2685,2685,2685,2685,29-06-2018,United States,Consumer,312.552,Office Supplies
2686,2686,2686,2686,2686,2686,06-09-2017,United States,Consumer,95.952,Office Supplies
2688,2688,2688,2688,2688,2688,04-08-2017,United States,Consumer,3.98,Office Supplies
2689,2689,2689,2689,2689,2689,12-11-2016,United States,Corporate,15.7,Office Supplies
2690,2690,2690,2690,2690,2690,30-06-2015,United States,Consumer,5.248,Office Supplies
2691,2691,2691,2691,2691,2691,04-12-2018,United States,Consumer,5.346,Office Supplies
2692,2692,2692,2692,2692,2692,28-08-2017,United States,Consumer,15.48,Office Supplies
2694,2694,2694,2694,2694,2694,22-01-2017,United States,Corporate,109.9,Furniture
2695,2695,2695,2695,2695,2695,15-10-2015,United States,Consumer,15.384,Furniture
2696,2696,2696,2696,2696,2696,07-02-2017,United States,Consumer,30.352,Office Supplies
2697,2697,2697,2697,2697,2697,18-03-2015,United States,Home Office,821.3,Technology
2704,2704,2704,2704,2704,2704,24-05-2015,United States,Consumer,116.28,Office Supplies
2705,2705,2705,2705,2705,2705,11-07-2018,United States,Consumer,132.6,Technology
2706,2706,2706,2706,2706,2706,16-06-2018,United States,Home Office,16.68,Office Supplies
2709,2709,2709,2709,2709,2709,30-01-2016,United States,Consumer,227.36,Furniture
2711,2711,2711,2711,2711,2711,11-12-2016,United States,Consumer,12.828,Office Supplies
2712,2712,2712,2712,2712,2712,09-10-2018,United States,Corporate,45.888,Furniture
2713,2713,2713,2713,2713,2713,29-07-2018,United States,Consumer,60.12,Office Supplies
2714,2714,2714,2714,2714,2714,25-04-2015,United States,Consumer,302.376,Technology
2715,2715,2715,2715,2715,2715,01-12-2016,United States,Home Office,13.9,Office Supplies
2716,2716,2716,2716,2716,2716,04-12-2015,United States,Corporate,129.98,Technology
2717,2717,2717,2717,2717,2717,26-08-2018,United States,Home Office,71.98,Technology
2718,2718,2718,2718,2718,2718,07-09-2015,United States,Consumer,377.97,Technology
2719,2719,2719,2719,2719,2719,21-12-2018,United States,Consumer,124.36,Office Supplies
2720,2720,2720,2720,2720,2720,06-12-2015,United States,Consumer,23.976,Furniture
2721,2721,2721,2721,2721,2721,04-11-2015,United States,Corporate,8.376,Office Supplies
2723,2723,2723,2723,2723,2723,14-04-2017,United States,Consumer,81.2,Office Supplies
2724,2724,2724,2724,2724,2724,04-10-2015,United States,Consumer,14.45,Office Supplies
2726,2726,2726,2726,2726,2726,07-11-2018,United States,Consumer,359.97,Technology
2728,2728,2728,2728,2728,2728,22-12-2018,United States,Consumer,1.641,Office Supplies
2730,2730,2730,2730,2730,2730,13-02-2018,United States,Consumer,6.63,Office Supplies
2733,2733,2733,2733,2733,2733,02-07-2015,United States,Consumer,73.98,Technology
2735,2735,2735,2735,2735,2735,21-02-2016,United States,Consumer,49.12,Office Supplies
2736,2736,2736,2736,2736,2736,13-11-2016,United States,Consumer,377.97,Technology
2740,2740,2740,2740,2740,2740,16-04-2018,United States,Corporate,477.24,Office Supplies
2742,2742,2742,2742,2742,2742,25-02-2017,United States,Consumer,46.72,Office Supplies
2743,2743,2743,2743,2743,2743,04-11-2015,United States,Consumer,35.34,Furniture
2744,2744,2744,2744,2744,2744,20-06-2016,United States,Corporate,257.64,Furniture
2746,2746,2746,2746,2746,2746,07-08-2018,United States,Consumer,79.992,Technology
2747,2747,2747,2747,2747,2747,12-05-2015,United States,Consumer,700.056,Furniture
2748,2748,2748,2748,2748,2748,22-11-2016,United States,Home Office,27.168,Technology
2749,2749,2749,2749,2749,2749,04-12-2016,United States,Consumer,8.226,Office Supplies
2750,2750,2750,2750,2750,2750,08-06-2015,United States,Consumer,585.552,Furniture
2751,2751,2751,2751,2751,2751,08-08-2015,United States,Consumer,423.28,Office Supplies
2752,2752,2752,2752,2752,2752,26-05-2015,United States,Consumer,225.296,Furniture
2753,2753,2753,2753,2753,2753,17-04-2016,United States,Consumer,5.56,Office Supplies
2758,2758,2758,2758,2758,2758,11-06-2017,United States,Consumer,239.97,Technology
2759,2759,2759,2759,2759,2759,11-03-2017,United States,Home Office,76.92,Furniture
