Order_Row_ID,Order_ID,Order_Date,Sales
2500,US-2018-133781,22-06-2018,37.608
2501,CA-2018-131618,17-06-2018,12.224
2504,CA-2017-149482,14-11-2017,7.38
2505,CA-2015-143917,25-07-2015,53.72
2508,CA-2016-120397,02-07-2016,32.784
2509,CA-2018-163902,02-03-2018,196.776
2511,CA-2017-136812,18-11-2017,1117.92
2512,CA-2016-102722,18-04-2016,106.5
2513,CA-2018-155089,02-12-2018,45.66
2514,CA-2017-124506,11-11-2017,95.968
2516,CA-2015-106572,05-09-2015,264.32
2517,CA-2015-128888,15-11-2015,604.656
2518,CA-2018-123134,02-05-2018,129.93
2519,CA-2017-124352,15-10-2017,20.16
2525,CA-2016-124541,06-04-2016,42.048
2530,CA-2015-108707,24-10-2015,10.368
2531,CA-2015-111500,17-08-2015,114.2
2535,US-2018-117723,15-08-2018,1801.632
2536,CA-2016-143238,06-09-2016,46.32
2537,CA-2016-168746,27-01-2016,181.986
2540,CA-2016-113404,16-07-2016,1348.704
2542,CA-2017-144792,30-04-2017,111.888
2543,CA-2015-164385,26-09-2015,143.952
2544,US-2017-114174,08-09-2017,173.94
2546,CA-2018-108070,16-04-2018,205.92
2548,US-2016-128090,16-08-2016,2.304
2552,CA-2018-101042,19-11-2018,821.88
2554,CA-2017-155439,14-09-2017,25.92
2555,CA-2017-118626,15-08-2017,705.544
2556,CA-2016-111458,26-09-2016,50
2557,US-2017-126844,08-10-2017,51.712
2558,US-2016-112508,24-03-2016,6.992
2559,CA-2016-147788,31-05-2016,1406.86
2562,CA-2016-144288,25-12-2016,9.216
2564,CA-2016-110632,17-03-2016,15.02
2566,CA-2018-109589,21-12-2018,71
2567,CA-2018-123967,01-11-2018,25.12
2569,CA-2018-148929,07-09-2018,478.08
2570,CA-2018-134404,27-12-2018,164.388
2572,CA-2018-109778,16-07-2018,2.912
2573,CA-2017-155845,12-08-2017,1399.944
2574,CA-2018-145128,09-07-2018,526.45
2575,CA-2015-129091,22-11-2015,16.23
2579,US-2015-155502,26-01-2015,62.82
2586,CA-2016-121041,03-11-2016,6.608
2587,CA-2018-131695,30-06-2018,248.57
2589,CA-2017-137729,05-05-2017,5.98
2591,US-2017-115455,08-09-2017,14.136
2593,CA-2018-128300,24-11-2018,79.1
2595,CA-2018-149048,13-05-2018,180.96
2600,CA-2018-108553,23-04-2018,121.94
2602,CA-2017-165848,04-06-2017,14.94
2606,CA-2015-112718,16-12-2015,1.167
2607,CA-2017-154053,04-03-2017,16.99
2608,CA-2015-127446,25-11-2015,24.672
2614,CA-2017-137204,28-04-2017,41.568
2615,CA-2015-147298,26-04-2015,230.28
2617,CA-2018-147942,01-04-2018,5.78
2619,CA-2018-115931,22-12-2018,4.17
2623,CA-2015-164861,03-12-2015,25.92
2624,CA-2018-127180,22-10-2018,11199.968
2628,US-2018-165344,13-11-2018,60.864
2631,CA-2016-168186,10-09-2016,14.94
2632,US-2018-110604,15-05-2018,39.96
2635,CA-2016-116750,05-07-2016,4.928
2637,CA-2016-162369,15-08-2016,323.1
2638,CA-2018-108441,12-06-2018,19.04
2642,CA-2016-169740,20-02-2016,29.99
2643,CA-2017-124051,29-12-2017,186.048
2644,CA-2017-149111,17-04-2017,36.792
2646,CA-2015-131002,07-09-2015,57.69
2651,US-2017-146794,26-09-2017,424.9575
2652,CA-2018-112515,17-09-2018,10.776
2659,CA-2017-150343,16-08-2017,10.86
2660,CA-2016-135538,24-12-2016,883.84
2661,CA-2018-123372,28-11-2018,1979.89
2663,CA-2018-159604,14-04-2018,8.76
2664,CA-2017-164784,01-05-2017,3.984
2667,CA-2017-111794,01-10-2017,79.512
2669,US-2016-139759,25-08-2016,40.784
2671,CA-2015-126403,09-09-2015,166.44
2675,CA-2018-136875,03-12-2018,166.44
2676,CA-2018-132185,27-11-2018,8.76
2678,US-2015-160780,21-06-2015,11.088
2680,CA-2018-127026,21-01-2018,14.4
2685,CA-2018-137085,29-06-2018,312.552
2686,CA-2017-133123,06-09-2017,95.952
2688,US-2017-128195,04-08-2017,3.98
2689,CA-2016-153220,12-11-2016,15.7
2690,CA-2015-123064,30-06-2015,5.248
2691,CA-2018-156412,04-12-2018,5.346
2692,US-2017-144211,28-08-2017,15.48
2694,CA-2017-138079,22-01-2017,109.9
2695,CA-2015-143182,15-10-2015,15.384
2696,CA-2017-161662,07-02-2017,30.352
2697,CA-2015-145317,18-03-2015,821.3
2704,CA-2015-143413,24-05-2015,116.28
2705,CA-2018-156818,11-07-2018,132.6
2706,CA-2018-155873,16-06-2018,16.68
2709,CA-2016-121797,30-01-2016,227.36
2711,US-2016-120572,11-12-2016,12.828
2712,CA-2018-132430,09-10-2018,45.888
2713,CA-2018-146031,29-07-2018,60.12
2714,CA-2015-110100,25-04-2015,302.376
2715,CA-2016-103723,01-12-2016,13.9
2716,CA-2015-127187,04-12-2015,129.98
2717,CA-2018-128475,26-08-2018,71.98
2718,CA-2015-100006,07-09-2015,377.97
2719,CA-2018-144827,21-12-2018,124.36
2720,CA-2015-110030,06-12-2015,23.976
2721,CA-2015-121286,04-11-2015,8.376
2723,CA-2017-164735,14-04-2017,81.2
2724,CA-2015-153479,04-10-2015,14.45
2726,CA-2018-149888,07-11-2018,359.97
2728,CA-2018-119193,22-12-2018,1.641
2730,CA-2018-104801,13-02-2018,6.63
2733,CA-2015-107594,02-07-2015,73.98
2735,CA-2016-129770,21-02-2016,49.12
2736,CA-2016-115798,13-11-2016,377.97
2740,CA-2018-122707,16-04-2018,477.24
2742,CA-2017-165015,25-02-2017,46.72
2743,CA-2015-149244,04-11-2015,35.34
2744,CA-2016-140144,20-06-2016,257.64
2746,CA-2018-163321,07-08-2018,79.992
2747,CA-2015-155887,12-05-2015,700.056
2748,US-2016-165449,22-11-2016,27.168
2749,CA-2016-110247,04-12-2016,8.226
2750,US-2015-141257,08-06-2015,585.552
2751,CA-2015-154669,08-08-2015,423.28
2752,CA-2015-158029,26-05-2015,225.296
2753,CA-2016-155306,17-04-2016,5.56
2758,CA-2017-127775,11-06-2017,239.97
2759,CA-2017-146171,11-03-2017,76.92
2761,CA-2015-129574,26-05-2015,48.4
2762,CA-2018-126536,12-10-2018,0.99
2764,CA-2018-165757,22-06-2018,10.332
2767,CA-2018-167752,15-01-2018,34.384
2769,US-2016-122140,02-04-2016,32.192
2772,CA-2017-163986,03-09-2017,54.5
2773,CA-2018-158967,10-12-2018,19.104
2774,CA-2017-131576,22-11-2017,49.44
2775,CA-2018-143455,11-11-2018,10.368
2776,CA-2017-144729,21-10-2017,154.44
2777,CA-2016-127019,21-12-2016,60.984
2778,CA-2016-138534,17-07-2016,195.466
2779,CA-2018-108322,30-04-2018,23.68
2781,CA-2018-167668,06-05-2018,59.2
2782,CA-2018-146724,20-11-2018,22
2783,CA-2017-139878,11-11-2017,257.98
2784,US-2017-106677,05-11-2017,23.988
2785,CA-2017-116974,09-10-2017,23.976
2786,CA-2016-149972,21-09-2016,601.536
2788,US-2015-117744,02-12-2015,58.36
2791,CA-2015-125514,21-09-2015,25.96
2794,CA-2015-154599,12-04-2015,1075.088
2798,CA-2018-158743,20-10-2018,13.36
2801,CA-2017-153318,25-10-2017,783.96
2802,US-2016-110163,01-11-2016,7.88
2803,CA-2018-143329,03-11-2018,41.37
2804,CA-2016-159380,12-05-2016,12.84
2806,CA-2016-122623,07-09-2016,47.516
2807,CA-2016-148635,25-07-2016,9.42
2811,CA-2016-135685,16-11-2016,179.82
2816,CA-2016-104626,01-09-2016,114.6
2820,CA-2017-160500,05-05-2017,6.72
2822,CA-2017-100202,31-12-2017,302.376
2823,CA-2018-131016,18-09-2018,8.928
2825,US-2015-112914,25-09-2015,33.792
2829,CA-2017-124149,23-04-2017,108.336
2832,CA-2015-148915,01-11-2015,443.92
2834,CA-2018-134649,26-01-2018,15.47
2836,CA-2018-110842,11-11-2018,10.89
2839,CA-2017-147368,09-06-2017,695.7
2840,US-2016-104185,03-09-2016,120.33
2841,US-2015-125521,14-03-2015,1139.92
2842,US-2018-135062,31-08-2018,229.544
2843,CA-2018-135650,23-03-2018,143.728
2844,CA-2018-112865,18-05-2018,36.048
2845,US-2017-162852,27-12-2017,845.488
2846,CA-2018-138163,17-11-2018,50.94
2847,CA-2018-152093,10-09-2018,762.594
2848,CA-2018-157854,08-04-2018,56.28
2850,CA-2017-123617,28-11-2017,7.434
2851,US-2017-128293,02-06-2017,64.784
2852,CA-2018-107342,17-12-2018,28.16
2853,CA-2017-136371,19-03-2017,14.98
2855,CA-2018-137344,20-08-2018,40.29
2856,CA-2018-169810,25-07-2018,20.23
2857,CA-2017-128594,26-08-2017,1603.136
2858,CA-2017-154690,15-08-2017,225.296
2859,CA-2018-138975,19-05-2018,67.8
2863,CA-2018-106537,12-08-2018,20.736
2864,US-2018-103828,13-08-2018,31.44
2868,CA-2017-115588,10-11-2017,14.72
2870,CA-2018-143861,12-06-2018,17.088
2871,CA-2015-148040,22-03-2015,74.352
2873,CA-2018-135167,15-06-2018,4.26
2874,CA-2018-137022,16-11-2018,811.28
2875,US-2018-102638,29-12-2018,6.03
2876,US-2017-167339,21-01-2017,153.568
2878,CA-2017-152072,15-01-2017,52.34
2881,CA-2017-102932,19-09-2017,25.44
2883,CA-2015-165540,21-02-2015,8.85
2884,CA-2017-130799,11-11-2017,6.96
2885,CA-2017-164483,30-01-2017,17.456
2886,US-2017-159856,18-10-2017,307.92
2887,CA-2018-102099,18-12-2018,6.63
2890,CA-2018-164049,02-11-2018,23.85
2891,CA-2015-142727,29-04-2015,51.96
2893,CA-2018-139913,23-10-2018,11.56
2897,CA-2015-169033,30-03-2015,49.65
2898,US-2017-164630,04-01-2017,959.968
2899,US-2016-114839,26-04-2016,408.422
2900,CA-2016-166464,12-09-2016,479.984
2902,CA-2018-124898,11-09-2018,184.66
2903,CA-2017-164035,12-06-2017,23.12
2904,CA-2017-153577,27-06-2017,37.464
2906,CA-2015-127586,26-09-2015,310.12
2907,CA-2018-121615,03-11-2018,8.56
2910,CA-2018-166415,19-02-2018,11.22
2911,CA-2016-118444,05-11-2016,387.136
2912,CA-2015-113929,16-06-2015,41.4
2915,CA-2016-134747,12-10-2016,135.72
2918,CA-2018-155047,27-08-2018,5.952
2919,CA-2017-160129,23-11-2017,15.8
2922,CA-2018-164329,30-01-2018,129.3
2923,US-2016-141453,30-11-2016,3.882
2924,CA-2015-156993,28-06-2015,6.08
2925,CA-2015-157721,02-09-2015,19.9
2927,CA-2018-128629,10-07-2018,18.84
2928,CA-2018-158106,04-06-2018,8.64
2929,US-2018-120390,19-10-2018,1633.188
2930,CA-2018-143434,18-11-2018,19.76
2931,CA-2016-168564,08-08-2016,6.608
2934,US-2017-169040,06-12-2017,156.792
2941,CA-2018-155880,25-03-2018,90.99
2944,CA-2018-126242,19-11-2018,305.01
2946,CA-2017-166443,04-11-2017,38.29
2947,CA-2018-169859,14-12-2018,26.25
2950,CA-2018-134915,12-11-2018,41.6
2956,CA-2017-153353,18-08-2017,39.99
2957,CA-2018-123638,27-06-2018,191.646
2958,CA-2018-168900,04-05-2018,2.313
2959,CA-2016-158456,24-12-2016,19.936
2961,CA-2018-143665,26-04-2018,20.34
2963,CA-2018-137428,16-12-2018,81.568
2967,CA-2015-162866,27-12-2015,32.952
2969,CA-2018-167941,06-11-2018,499.584
2974,CA-2018-111808,16-12-2018,10.8
2975,CA-2016-137512,07-05-2016,244.006
2977,CA-2018-139773,04-12-2018,188.552
2978,CA-2018-134607,03-10-2018,22.58
2979,CA-2015-109232,13-01-2015,545.94
2980,CA-2016-139850,12-06-2016,20.736
2982,CA-2015-131310,12-07-2015,123.136
2984,US-2015-112872,06-12-2015,53.424
2986,CA-2017-139269,25-05-2017,24.96
2989,CA-2017-139010,21-02-2017,12.99
2993,CA-2017-134376,02-10-2017,61.44
2994,CA-2018-147291,11-03-2018,895.92
2995,CA-2017-112893,09-09-2017,55.36
2996,US-2015-150532,14-07-2015,55.92
2997,CA-2015-138317,21-06-2015,24.896
3003,CA-2016-130610,05-07-2016,19
3004,CA-2018-104381,16-12-2018,33.376
3005,CA-2017-131499,08-09-2017,207.48
3006,CA-2015-148761,17-05-2015,91.68
3007,CA-2018-116519,13-10-2018,904.9
3008,CA-2015-130729,24-10-2015,34.272
3009,CA-2017-124772,05-12-2017,191.82
3010,CA-2017-115525,25-07-2017,243.88
3011,CA-2018-134845,17-04-2018,12.03
3016,US-2016-138919,17-09-2016,344.22
3017,US-2017-160528,23-08-2017,727.296
3020,CA-2016-123568,08-11-2016,5.04
3024,CA-2018-124674,17-11-2018,327.7328
3025,CA-2016-164441,08-11-2016,52.272
3027,CA-2018-169054,22-04-2018,254.352
3028,CA-2015-106719,24-08-2015,8.288
3029,CA-2018-116855,17-12-2018,504.9
3030,US-2017-164189,24-03-2017,403.168
3031,CA-2016-168480,21-09-2016,194.32
3033,US-2017-114293,21-11-2017,195.136
3034,CA-2018-134173,16-09-2018,20.736
3035,US-2016-123960,11-06-2016,53.7
3040,CA-2018-101749,03-10-2018,171.288
3041,US-2017-147991,05-05-2017,16.72
3042,CA-2018-149559,11-09-2018,12.96
3045,CA-2016-135174,30-04-2016,1022.97
3046,CA-2018-125290,06-11-2018,13.9
3048,CA-2015-137351,30-09-2015,43.176
3049,CA-2018-121419,02-04-2018,411.8
3051,US-2018-148054,06-10-2018,41.96
3054,CA-2017-128517,09-04-2017,517.9
3056,US-2016-100377,28-08-2016,2799.96
3057,CA-2018-131492,19-10-2018,8.96
3061,CA-2017-144554,07-11-2017,119.976
3062,CA-2018-127621,03-03-2018,26.88
3063,CA-2016-145184,27-11-2016,83.97
3065,CA-2018-106859,13-03-2018,90.8
3070,US-2018-120089,30-11-2018,663.936
3071,CA-2015-119375,17-11-2015,2934.33
3074,CA-2017-125206,03-01-2017,114.46
3075,CA-2016-126137,03-10-2016,120.666
3076,CA-2015-143903,20-07-2015,342.864
3079,CA-2015-104780,21-05-2015,31.84
3080,CA-2018-101182,04-09-2018,12.96
3082,US-2018-132297,27-05-2018,58.34
3084,CA-2015-100328,28-01-2015,3.928
3085,CA-2018-118773,09-02-2018,252.784
3089,US-2018-159205,31-03-2018,61
3091,CA-2017-112123,03-03-2017,447.86
3094,CA-2016-114468,23-08-2016,31.68
3098,CA-2018-135692,27-04-2018,33.12
3100,CA-2018-131233,14-04-2018,10.776
3102,CA-2018-119578,22-12-2018,695.16
3104,CA-2017-124562,08-12-2017,12.957
3105,US-2018-140074,23-03-2018,25.68
3106,CA-2017-103037,25-07-2017,15.712
3107,CA-2018-127460,10-07-2018,298.464
3108,CA-2017-121671,17-07-2017,21.93
3113,CA-2017-150350,23-08-2017,837.6
3119,CA-2016-121720,11-06-2016,1123.92
3127,CA-2018-149895,08-09-2018,258.528
3128,CA-2018-147564,02-10-2018,49.12
3129,CA-2015-136399,16-12-2015,44.46
3133,CA-2015-107916,24-08-2015,13.28
3135,CA-2018-164168,12-11-2018,30.56
3141,CA-2016-112557,25-04-2016,206.43
3142,US-2015-122959,12-12-2015,210.392
3143,CA-2018-162572,25-09-2018,119.96
3145,US-2017-148110,05-09-2017,347.802
3146,CA-2018-131828,11-02-2018,963.136
3148,CA-2015-109218,30-06-2015,32.4
3149,CA-2017-120558,07-06-2017,32.4
3150,US-2015-109036,20-12-2015,31.05
3151,CA-2016-147830,15-12-2016,2025.36
3155,CA-2018-150497,20-07-2018,735.98
3156,CA-2015-128986,03-08-2015,93.024
3157,CA-2016-139584,24-08-2016,284.364
3159,US-2017-162677,26-03-2017,67.64
3161,US-2015-150924,12-09-2015,5.18
3162,CA-2015-153969,21-09-2015,15.56
3168,CA-2017-146682,29-10-2017,67
3169,CA-2017-138695,28-05-2017,390.272
3171,CA-2018-107461,21-12-2018,23.88
3172,US-2017-133879,21-03-2017,3.168
3175,CA-2018-157483,11-11-2018,181.86
3176,US-2018-132059,23-09-2018,180.588
3178,CA-2018-122280,10-09-2018,18.76
3179,CA-2018-105235,05-12-2018,20.94
3182,CA-2018-152912,09-11-2018,9.64
3186,CA-2015-123498,07-11-2015,26.046
3188,CA-2018-159352,12-03-2018,69.93
3189,US-2018-146416,20-10-2018,3.75
3191,US-2016-163783,27-12-2016,12.672
3192,CA-2018-123981,02-10-2018,65.99
3193,CA-2018-158953,04-06-2018,6.37
3194,CA-2015-165428,01-09-2015,3.648
3196,CA-2017-169026,08-08-2017,23.34
3197,CA-2018-109750,22-07-2018,29.97
3198,CA-2016-149384,10-07-2016,3.366
3199,CA-2015-131527,01-12-2015,95.968
3200,CA-2018-164000,18-12-2018,18.704
3201,CA-2015-164224,18-05-2015,149.232
3203,CA-2015-158372,10-11-2015,601.536
3209,CA-2017-108882,09-01-2017,349.95
3211,US-2018-108245,22-09-2018,13.392
3213,CA-2015-142314,23-12-2015,207.24
3214,CA-2017-132409,26-05-2017,1.504
3216,CA-2018-150189,08-07-2018,75.18
3217,CA-2015-114433,13-05-2015,149.97
3218,CA-2018-104640,10-11-2018,931.176
3220,US-2016-137008,02-10-2016,94.85
3223,CA-2015-108189,02-10-2015,9.408
3230,CA-2015-154641,11-08-2015,375.34
3231,CA-2018-131625,01-09-2018,114.9
3232,US-2018-156356,16-04-2018,26.046
3235,CA-2017-138933,24-04-2017,3.984
3236,CA-2017-140746,15-01-2017,181.797
3237,CA-2017-146836,02-05-2017,44.94
3239,US-2017-127971,20-11-2017,318.43
3242,US-2017-140809,01-02-2017,56.45
3243,CA-2018-114524,31-03-2018,13.468
3244,CA-2018-113355,01-12-2018,219.8
3246,US-2018-140907,10-12-2018,49.08
3249,CA-2017-159730,17-09-2017,113.888
3251,CA-2017-157868,23-12-2017,24.85
3252,CA-2018-119389,17-04-2018,60.312
3253,CA-2018-110373,27-10-2018,7.056
3255,CA-2017-155474,08-07-2017,107.984
3257,CA-2016-155453,09-08-2016,4.608
3258,US-2017-161844,09-12-2017,79.974
3260,US-2017-162103,13-11-2017,3.136
3261,CA-2015-151554,14-11-2015,20.736
3262,CA-2015-140662,17-11-2015,99.98
3265,CA-2017-122518,04-03-2017,10.08
3266,US-2015-126571,11-10-2015,281.904
3268,CA-2015-143840,22-05-2015,135.98
3270,CA-2015-115980,15-07-2015,2.97
3272,CA-2016-155145,27-12-2016,7.92
3273,CA-2016-146038,09-02-2016,203.92
3274,CA-2018-133865,08-05-2018,3359.952
3275,CA-2018-116358,02-11-2018,18.24
3277,CA-2015-102988,05-04-2015,22.96
3282,US-2015-117170,17-09-2015,47.984
3284,CA-2015-159478,30-09-2015,15.24
3285,CA-2015-103702,12-09-2015,63.924
3286,CA-2018-150525,20-02-2018,6.56
3288,CA-2016-157770,13-12-2016,494.376
3292,CA-2017-167290,30-10-2017,11.68
3293,CA-2015-106264,26-12-2015,11.91
3295,CA-2015-138023,15-08-2015,30.96
3296,CA-2018-113418,01-10-2018,1704.89
3297,US-2016-110569,23-05-2016,19.194
3299,CA-2018-136308,16-11-2018,1919.976
3300,US-2015-159926,18-11-2015,50.997
3305,CA-2015-104738,30-12-2015,12.984
3310,CA-2016-144386,05-11-2016,25.344
3311,CA-2017-111416,17-09-2017,232.4
3312,CA-2017-162747,20-03-2017,86.45
3313,US-2015-133130,27-09-2015,603.92
3315,CA-2018-169978,24-12-2018,271.764
3317,CA-2018-161739,10-11-2018,341.96
3318,CA-2016-165057,11-09-2016,181.35
3320,CA-2015-134551,20-12-2015,43.512
3323,CA-2016-120810,23-07-2016,68.94
3325,CA-2015-165309,11-11-2015,896.99
3332,CA-2018-122595,14-12-2018,227.976
3335,US-2018-109253,21-08-2018,17.12
3342,CA-2017-145982,27-08-2017,122.97
3348,CA-2016-112014,13-08-2016,50.8
3349,CA-2018-154732,05-11-2018,16.03
3350,US-2017-157308,17-08-2017,15.712
3351,CA-2017-147536,26-12-2017,89.97
3352,US-2015-134733,23-09-2015,435.999
3354,US-2015-150434,19-07-2015,359.98
3358,CA-2018-100335,07-09-2018,73.008
3359,CA-2017-139234,06-05-2017,3.208
3361,US-2016-142020,04-06-2016,30.44
3363,CA-2016-139962,13-12-2016,19.44
3365,CA-2017-130050,16-07-2017,9.552
3366,CA-2015-115161,31-01-2015,290.666
3367,CA-2015-165379,09-07-2015,10.368
3369,CA-2016-115511,21-11-2016,141.96
3371,CA-2017-134887,25-03-2017,1287.45
3372,CA-2018-123778,23-09-2018,25.824
3374,CA-2016-161718,04-12-2016,28.44
3378,CA-2017-100671,01-11-2017,111.672
3379,CA-2018-142867,17-03-2018,13.776
3381,CA-2018-103156,23-11-2018,24.048
3382,US-2018-162208,27-08-2018,2.896
3383,CA-2016-130659,04-12-2016,17.94
3386,CA-2018-148404,07-10-2018,580.672
3391,CA-2018-101077,25-03-2018,6.848
3392,CA-2015-166471,09-08-2015,1091.168
3394,CA-2015-105340,22-11-2015,6.928
3395,US-2018-131583,10-06-2018,40.032
3396,US-2018-148362,01-07-2018,443.92
3399,CA-2015-102274,21-11-2015,36.99
3403,CA-2016-129700,04-05-2016,22.288
3404,CA-2018-168739,29-05-2018,65.424
3405,CA-2016-152527,17-10-2016,77.88
3406,US-2015-150119,23-04-2015,281.372
3410,US-2018-150847,30-04-2018,10.368
3411,CA-2017-100244,20-09-2017,65.79
3416,CA-2017-116540,02-09-2017,1.81
3418,CA-2016-151841,27-04-2016,43.56
3420,CA-2016-150791,06-09-2016,271.764
3421,CA-2017-134803,28-05-2017,262.24
3426,CA-2016-153381,24-09-2016,15.24
3428,US-2018-111024,03-07-2018,32.896
3431,CA-2018-148264,08-12-2018,29.79
3434,CA-2018-131212,05-12-2018,24.816
3436,US-2016-100531,27-09-2016,15.08
3438,CA-2018-152583,30-10-2018,16.192
3441,CA-2016-144099,29-11-2016,4.304
3442,CA-2015-158337,11-03-2015,108.92
3443,CA-2018-168858,19-11-2018,16.74
3445,CA-2017-116344,29-07-2017,84.784
3446,CA-2016-131779,12-06-2016,29.9
3447,CA-2017-158869,06-08-2017,70.88
3448,CA-2018-102554,11-06-2018,3.76
3449,CA-2017-162614,07-10-2017,27.264
3450,CA-2015-168592,08-09-2015,56.65
3453,CA-2015-157609,16-03-2015,471.92
3454,CA-2016-153325,01-03-2016,58.72
3455,CA-2016-153626,09-07-2016,5.16
3456,CA-2017-166485,20-02-2017,16.496
3457,CA-2018-136448,16-09-2018,71.976
3462,CA-2018-114258,05-11-2018,492.768
3463,CA-2016-152611,20-02-2016,286.79
3464,CA-2017-165470,25-11-2017,5.08
3465,CA-2018-128699,03-12-2018,47.992
3466,US-2016-147242,10-09-2016,61.96
3469,CA-2017-146143,14-12-2017,133.38
3470,CA-2016-100888,06-04-2016,47.952
3471,US-2017-150035,01-12-2017,16.74
3472,CA-2018-122644,12-11-2018,10.848
3474,CA-2018-111815,03-03-2018,180.98
3476,CA-2017-144911,27-11-2017,34.95
3478,CA-2015-143385,31-08-2015,92.52
3479,CA-2017-131289,08-12-2017,8.56
3482,CA-2015-124023,07-04-2015,8.96
3483,CA-2015-124688,27-08-2015,579.95
3486,CA-2017-151169,21-10-2017,7.92
3487,US-2017-134761,30-11-2017,36.192
3488,CA-2018-120705,05-09-2018,147.184
3489,CA-2016-157322,02-07-2016,408.422
3494,CA-2018-142034,24-09-2018,72
3497,CA-2017-107328,08-08-2017,513.024
3500,CA-2017-108616,29-09-2017,209.97
3503,CA-2018-125115,10-04-2018,10.368
3505,CA-2017-150945,18-12-2017,900.08
3506,CA-2015-166863,20-06-2015,201.584
3513,CA-2018-140326,04-09-2018,825.174
3516,CA-2017-168536,20-12-2017,66.3
3517,US-2017-113649,09-08-2017,30.816
3520,CA-2016-124975,22-06-2016,796.425
3521,CA-2016-168767,10-04-2016,12.832
3522,CA-2017-114482,21-11-2017,40.46
3524,CA-2017-137673,05-09-2017,116
3525,CA-2017-132731,24-11-2017,657.552
3526,CA-2018-148922,10-12-2018,599.97
3529,CA-2017-130680,24-06-2017,38.24
3530,CA-2016-141145,17-09-2016,87.168
3531,US-2017-152835,19-05-2017,21.4
3532,CA-2017-155565,28-05-2017,54.9
3533,CA-2015-110849,18-04-2015,287.968
3537,CA-2017-145842,17-06-2017,40.74
3538,CA-2015-158771,09-05-2015,83.25
3542,CA-2017-157511,18-09-2017,5.352
3545,CA-2018-121216,23-12-2018,28.672
3547,CA-2018-155292,30-10-2018,105.98
3551,CA-2017-152555,29-03-2017,45.528
3554,CA-2018-107832,23-11-2018,7.476
3555,CA-2015-120838,23-03-2015,330.4
3557,CA-2018-118542,01-12-2018,45.36
3559,CA-2018-152737,07-11-2018,21.792
3561,CA-2018-109757,04-09-2018,8.256
3565,CA-2017-130029,03-07-2017,12.96
3567,CA-2018-103877,07-09-2018,1577.94
3568,CA-2017-137176,09-09-2017,15.008
3569,CA-2018-168109,03-07-2018,59.98
3573,US-2018-126081,29-06-2018,5.184
3574,CA-2018-117023,07-08-2018,11.68
3576,CA-2016-143532,19-03-2016,14.496
3577,CA-2017-103163,07-06-2017,4.784
3579,CA-2017-104157,25-07-2017,7.89
3582,CA-2018-117807,01-10-2018,104.85
3583,CA-2016-121650,10-12-2016,3.9
3587,CA-2018-161823,03-09-2018,5.96
3588,CA-2018-121839,24-09-2018,1169.694
3589,CA-2018-158729,19-12-2018,1665.62
3590,CA-2018-146535,24-11-2018,2.88
3592,CA-2015-154186,13-12-2015,2.92
3593,CA-2017-108434,05-12-2017,465.18
3594,CA-2017-164154,11-09-2017,22.428
3596,CA-2018-148012,09-12-2018,2.624
3597,CA-2015-102869,09-09-2015,15.552
3601,CA-2018-138310,26-06-2018,431.928
3602,CA-2015-159835,17-11-2015,12.448
3604,CA-2018-112956,21-08-2018,277.4
3607,CA-2017-119683,12-03-2017,29.34
3608,CA-2015-163559,23-09-2015,139.44
3609,CA-2015-140228,28-04-2015,6.912
3612,US-2017-131674,29-11-2017,58.416
3613,CA-2016-110093,03-12-2016,16.448
3615,CA-2018-112529,19-11-2018,718.116
3617,CA-2017-154536,05-09-2017,9.555
3618,CA-2018-141929,04-09-2018,487.984
3621,CA-2017-109743,22-09-2017,40.776
3623,CA-2015-159184,14-09-2015,142.4
3625,CA-2018-113530,19-05-2018,681.408
3629,CA-2015-169726,09-08-2015,2060.744
3630,CA-2018-155957,26-11-2018,52.272
3632,CA-2018-132178,03-05-2018,69.52
3634,CA-2017-145177,10-11-2017,9.216
3643,CA-2015-156594,20-12-2015,487.984
3647,CA-2015-146528,25-07-2015,6.48
3649,CA-2016-168459,22-11-2016,2.946
3651,CA-2018-109960,09-12-2018,104.88
3655,CA-2018-133004,31-08-2018,638.73
3656,CA-2018-168102,24-04-2018,113.568
3657,CA-2018-158036,08-09-2018,9.096
3658,CA-2016-128083,12-03-2016,8.688
3661,CA-2017-161676,18-07-2017,33.8
3662,CA-2017-155005,13-06-2017,377.97
3663,US-2018-129777,03-07-2018,258.9
3665,CA-2015-129364,08-12-2015,27.888
3673,CA-2017-104969,08-04-2017,8.872
3675,CA-2018-154109,06-11-2018,127.372
3677,CA-2016-156440,05-12-2016,44.46
3678,CA-2016-132626,09-07-2016,15.8
3687,CA-2017-102792,13-12-2017,9.84
3688,CA-2017-108567,20-05-2017,2.694
3689,CA-2018-140760,02-06-2018,25.344
3691,US-2016-131359,30-10-2016,59.994
3695,CA-2017-142097,15-10-2017,232.96
3698,CA-2016-151680,19-11-2016,141.96
3699,CA-2015-140039,13-09-2015,79.4
3700,CA-2018-160416,13-11-2018,163.96
3701,CA-2018-169411,24-12-2018,37.93
3702,CA-2017-126543,09-01-2017,15.168
3703,CA-2016-104941,13-06-2016,24.78
3707,CA-2018-160087,18-03-2018,23.832
3708,CA-2015-120544,23-11-2015,6.368
3711,CA-2018-113670,15-10-2018,510.24
3713,CA-2018-166198,21-04-2018,11.54
3715,CA-2015-135608,08-12-2015,45.68
3717,CA-2018-144568,29-05-2018,23.55
